"ACTIVE_RESULT_DEVICE";"DELETING";"AFTER";"200";"DESCRIPTION";-100;"APPLICATION";"Sync to pwel_result";
"ACTIVE_RESULT_DEVICE";"DELETING";"AFTER";"200";"DISABLED_IND";-100;"VIEWLAYER";"N";
"ACTIVE_RESULT_DEVICE";"INSERTING";"AFTER";"100";"DESCRIPTION";-100;"APPLICATION";"Sync to pwel_result";
"ACTIVE_RESULT_DEVICE";"INSERTING";"AFTER";"100";"DISABLED_IND";-100;"VIEWLAYER";"N";
"ACTIVE_RESULT_WELL";"DELETING";"BEFORE";"900";"DESCRIPTION";-100;"APPLICATION";"To remove valid DIACS well bore interval from ACTIVE_RESULT_WBI";
"ACTIVE_RESULT_WELL";"DELETING";"BEFORE";"900";"DISABLED_IND";-100;"VIEWLAYER";"N";
"ACTIVE_RESULT_WELL";"INSERTING";"AFTER";"800";"DESCRIPTION";-100;"APPLICATION";"To insert valid DIACS well bore interval into ACTIVE_RESULT_WBI";
"ACTIVE_RESULT_WELL";"INSERTING";"AFTER";"800";"DISABLED_IND";-100;"VIEWLAYER";"N";
"ACTIVE_RESULT_WELL";"INSERTING";"AFTER";"920";"DESCRIPTION";-100;"APPLICATION";"Sync to pwel_result";
"ACTIVE_RESULT_WELL";"INSERTING";"AFTER";"920";"DISABLED_IND";-100;"VIEWLAYER";"N";
"ACTIVE_RESULT_WELL";"INSERTING OR UPDATING";"AFTER";"910";"DESCRIPTION";-100;"APPLICATION";"Set production day";
"ACTIVE_RESULT_WELL";"INSERTING OR UPDATING";"AFTER";"910";"DISABLED_IND";-100;"VIEWLAYER";"N";
"ALLOC_JOB_STATUS_PROCESS";"INSERTING OR UPDATING";"BEFORE";"100";"DESCRIPTION";-100;"APPLICATION";"Check if overlapping events exist.";
"ALLOC_JOB_STATUS_PROCESS";"INSERTING OR UPDATING";"BEFORE";"100";"DISABLED_IND";-100;"VIEWLAYER";"N";
"ALLOC_NETWORK_LIST";"INSERTING OR UPDATING";"BEFORE";"100";"DESCRIPTION";-100;"APPLICATION";"Check if overlapping events exist.";
"ALLOC_NETWORK_LIST";"INSERTING OR UPDATING";"BEFORE";"100";"DISABLED_IND";-100;"VIEWLAYER";"N";
"BALANCE";"INSERTING";"AFTER";"100";"DESCRIPTION";-100;"APPLICATION";"Generate code";
"BANK_ACCOUNT";"INSERTING";"AFTER";"1000";"DESCRIPTION";-100;"APPLICATION";"Check Vendor / Customer";
"BANK_ACCOUNT";"UPDATING";"AFTER";"1010";"DESCRIPTION";-100;"APPLICATION";"Check Vendor / Customer";
"BLEND_CONTENT";"INSERTING";"AFTER";"700";"DISABLED_IND";-100;"VIEWLAYER";"N";
"CALC_PRICE_BATCH_LOG";"INSERTING";"BEFORE";"100";"DESCRIPTION";-100;"APPLICATION";"Sets the class name to this class";
"CALC_PROCESS_ELEMENT";"INSERTING OR UPDATING";"BEFORE";"100";"DISABLED_IND";-100;"VIEWLAYER";"N";
"CALC_PROCESS_ELEMENT";"UPDATING";"AFTER";"200";"DISABLED_IND";-100;"VIEWLAYER";"N";
"CALC_RULE";"INSERTING OR UPDATING";"BEFORE";"3000";"DESCRIPTION";-100;"APPLICATION";"Set code in calc_rule version";
"CALC_RULE";"INSERTING OR UPDATING";"BEFORE";"3000";"DISABLED_IND";-100;"VIEWLAYER";"N";
"CALC_SALE_CNTR_BATCH_LOG";"INSERTING";"BEFORE";"100";"DESCRIPTION";-100;"APPLICATION";"Sets the class name to this class";
"CALC_SET";"DELETING";"BEFORE";"100";"DESCRIPTION";-100;"APPLICATION";"Deletes dependant configuration.";
"CALC_SET";"DELETING";"BEFORE";"100";"DISABLED_IND";-100;"VIEWLAYER";"N";
"CALC_VARIABLE";"INSERTING OR UPDATING";"BEFORE";"200";"DISABLED_IND";-100;"VIEWLAYER";"N";
"CALC_VARIABLE_LOCAL";"INSERTING OR UPDATING";"BEFORE";"100";"DISABLED_IND";-100;"VIEWLAYER";"N";
"CALC_VAR_KEY_RD_MAPPING";"INSERTING OR UPDATING";"BEFORE";"10";"DESCRIPTION";-100;"APPLICATION";"Check that DIM_NO is not null when setting CALC_DIM_MAPPING_CODE to DIMENSION and setting MAPPING DETAIL. ";
"CALC_VAR_KEY_RD_MAPPING";"INSERTING OR UPDATING";"BEFORE";"10";"DISABLED_IND";-100;"VIEWLAYER";"N";
"CALC_VAR_KEY_WR_MAPPING";"INSERTING OR UPDATING";"BEFORE";"10";"DESCRIPTION";-100;"APPLICATION";"Check that DIM_NO is not null when setting CALC_DIM_MAPPING_CODE to DIMENSION and setting MAPPING DETAIL. ";
"CALC_VAR_KEY_WR_MAPPING";"INSERTING OR UPDATING";"BEFORE";"10";"DISABLED_IND";-100;"VIEWLAYER";"N";
"CAPACITY_BID";"DELETING";"BEFORE";"500";"DESCRIPTION";-100;"APPLICATION";"Delete Child records";
"CAPACITY_BID";"INSERTING";"AFTER";"200";"DESCRIPTION";-100;"APPLICATION";"Generates an id if null";
"CAPACITY_BID";"INSERTING";"AFTER";"300";"DESCRIPTION";-100;"APPLICATION";"Initiate the form table";
"CAPACITY_BID";"INSERTING";"BEFORE";"100";"DESCRIPTION";-100;"APPLICATION";"Set the bid status";
"CAPACITY_BID";"UPDATING";"BEFORE";"400";"DESCRIPTION";-100;"APPLICATION";"Validate updates";
"CAPACITY_BID_LOCATION";"INSERTING OR UPDATING";"BEFORE";"100";"DESCRIPTION";-100;"APPLICATION";"Validate Bid Updates";
"CAPACITY_BID_OTHER";"UPDATING";"BEFORE";"100";"DESCRIPTION";-100;"APPLICATION";"Validate updates";
"CAPACITY_BID_RATE";"UPDATING";"BEFORE";"100";"DESCRIPTION";-100;"APPLICATION";"Validates updates";
"CAPACITY_BID_TERMS";"UPDATING";"BEFORE";"100";"DESCRIPTION";-100;"APPLICATION";"Validate updates";
"CAPACITY_RELEASE";"DELETING";"BEFORE";"500";"DESCRIPTION";-100;"APPLICATION";"Validates delete and cascaded delete";
"CAPACITY_RELEASE";"INSERTING";"AFTER";"200";"DESCRIPTION";-100;"APPLICATION";"Generates an id if null";
"CAPACITY_RELEASE";"INSERTING";"AFTER";"300";"DESCRIPTION";-100;"APPLICATION";"Instantiate the form table";
"CAPACITY_RELEASE";"INSERTING";"BEFORE";"100";"DESCRIPTION";-100;"APPLICATION";"Set the release status";
"CAPACITY_RELEASE";"UPDATING";"BEFORE";"400";"DESCRIPTION";-100;"APPLICATION";"Validate updates";
"CAPACITY_REL_LOCATION";"INSERTING OR UPDATING";"BEFORE";"100";"DESCRIPTION";-100;"APPLICATION";"Validate Updates";
"CAPACITY_REL_LOC_EVENT";"INSERTING";"BEFORE";"100";"DESCRIPTION";-100;"APPLICATION";"Generates an id if null";
"CAPACITY_REL_LOC_EVENT";"INSERTING OR UPDATING";"BEFORE";"200";"DESCRIPTION";-100;"APPLICATION";"Checks date range";
"CAPACITY_REL_OTHER";"UPDATING";"BEFORE";"100";"DESCRIPTION";-100;"APPLICATION";"Validate updates";
"CAPACITY_REL_PREARRANGE";"UPDATING";"BEFORE";"100";"DESCRIPTION";-100;"APPLICATION";"Validate updates";
"CAPACITY_REL_RATE";"UPDATING";"BEFORE";"100";"DESCRIPTION";-100;"APPLICATION";"Validate updates";
"CAPACITY_REL_RECALL";"UPDATING";"BEFORE";"100";"DESCRIPTION";-100;"APPLICATION";"Validates updates";
"CAPACITY_REL_TERMS";"UPDATING";"BEFORE";"100";"DESCRIPTION";-100;"APPLICATION";"Validate updates";
"CARGO_ANALYSIS";"INSERTING";"AFTER";"100";"DESCRIPTION";-100;"APPLICATION";"Instantiate cargo analysis items when insert cargo analysis";
"CARGO_ANALYSIS_UNLOAD";"INSERTING";"AFTER";"100";"DESCRIPTION";-100;"APPLICATION";"Instantiate cargo analysis items when insert cargo analysis";
"CARGO_FCST_STATUS";"UPDATING";"AFTER";"100";"DESCRIPTION";-100;"APPLICATION";"Will do post validation and instantiation when cargo status changes";
"CARGO_INFO_LIGHT";"INSERTING";"AFTER";"500";"DESCRIPTION";-100;"APPLICATION";"Instatiating the Cargo in 2nd Data section";
"CARGO_INFO_LIGHT";"INSERTING";"BEFORE";"300";"DESCRIPTION";-100;"APPLICATION";"Set Cargo Name ";
"CARGO_INFO_LIGHT";"INSERTING OR UPDATING";"BEFORE";"200";"DESCRIPTION";-100;"APPLICATION";"Set Cargo Status ";
"CARGO_INFO_LIGHT";"UPDATING";"AFTER";"100";"DESCRIPTION";-100;"APPLICATION";"Set Record Status";
"CARGO_INFO_LIGHT";"UPDATING";"AFTER";"400";"DESCRIPTION";-100;"APPLICATION";"Validate cargo status";
"CARGO_NOM_DETAIL";"UPDATING";"AFTER";"100";"DESCRIPTION";-100;"APPLICATION";"Will do post validation and instantiation when cargo status changes";
"CARGO_PROTEST";"INSERTING";"AFTER";"100";"DESCRIPTION";-100;"APPLICATION";"Populate protest items in cargo protest list";
"CARGO_STATUS";"UPDATING";"AFTER";"100";"DESCRIPTION";-100;"APPLICATION";"Will do post validation and instantiation when cargo status changes";
"CARGO_STOR_BATCH";"DELETING";"BEFORE";"200";"DESCRIPTION";-100;"APPLICATION";"Delete measuremnt items";
"CARGO_STOR_BATCH";"INSERTING";"AFTER";"100";"DESCRIPTION";-100;"APPLICATION";"Instansiates measurment items for storage";
"CARGO_STR_BTH_ULD";"DELETING";"BEFORE";"200";"DESCRIPTION";-100;"APPLICATION";"Delete measurement items";
"CARGO_STR_BTH_ULD";"INSERTING";"AFTER";"100";"DESCRIPTION";-100;"APPLICATION";"Instansiates measurment items for storage";
"CARRIER_INSPECTION";"INSERTING OR UPDATING";"BEFORE";"100";"DESCRIPTION";-100;"APPLICATION";"Specific validation that throws an error when Carrier is not assigned to Cargo beforehand.";
"CARRIER_INSPECTION";"INSERTING OR UPDATING";"BEFORE";"100";"DISABLED_IND";-100;"VIEWLAYER";"N";
