"ACTION_HISTORY_MSGDETAIL";"DESCRIPTION";"-100";"/EC";"APPLICATION";"The Message output for the selected Log entry";
"ACTION_HISTORY_MSGDETAIL";"JOURNAL_RULE_DB_SYNTAX";"-100";"/";"VIEWLAYER";"FALSE";
"ACTION_HISTORY_MSGDETAIL";"LABEL";"-100";"/EC";"APPLICATION";"Message Detail";
"ACTION_HISTORY_MSGDETAIL";"SKIP_TRG_CHECK_IND";"-100";"/";"VIEWLAYER";"N";
"ACTION_INSTANCE";"DESCRIPTION";"-100";"/EC";"APPLICATION";"This is an instance of a business action";
"ACTION_INSTANCE";"JOURNAL_RULE_DB_SYNTAX";"-100";"/";"VIEWLAYER";"TRUE";
"ACTION_INSTANCE";"LABEL";"-100";"/EC";"APPLICATION";"Business Action";
"ACTION_INSTANCE";"SKIP_TRG_CHECK_IND";"-100";"/";"VIEWLAYER";"N";
"ACTION_INSTANCE_F_VALUE";"DESCRIPTION";"-100";"/EC";"APPLICATION";"This is a single input value parameter to a business action";
"ACTION_INSTANCE_F_VALUE";"JOURNAL_RULE_DB_SYNTAX";"-100";"/";"VIEWLAYER";"TRUE";
"ACTION_INSTANCE_F_VALUE";"LABEL";"-100";"/EC";"APPLICATION";"Action Instance Value";
"ACTION_INSTANCE_F_VALUE";"SKIP_TRG_CHECK_IND";"-100";"/";"VIEWLAYER";"N";
"ACTION_INSTANCE_HISTORY";"DESCRIPTION";"-100";"/EC";"APPLICATION";"This is a log of every time a saved business action is run as an instance";
"ACTION_INSTANCE_HISTORY";"JOURNAL_RULE_DB_SYNTAX";"-100";"/";"VIEWLAYER";"FALSE";
"ACTION_INSTANCE_HISTORY";"LABEL";"-100";"/EC";"APPLICATION";"Schedule Step History";
"ACTION_INSTANCE_HISTORY";"SKIP_TRG_CHECK_IND";"-100";"/";"VIEWLAYER";"N";
"ACTION_INSTANCE_MACRO";"DESCRIPTION";"-100";"/EC";"APPLICATION";"This is a list of macros for a given action instance parameter";
"ACTION_INSTANCE_MACRO";"JOURNAL_RULE_DB_SYNTAX";"-100";"/";"VIEWLAYER";"FALSE";
"ACTION_INSTANCE_MACRO";"LABEL";"-100";"/EC";"APPLICATION";"Action Instance Macro";
"ACTION_INSTANCE_MACRO";"SKIP_TRG_CHECK_IND";"-100";"/";"VIEWLAYER";"N";
"ACTION_INSTANCE_PARAM";"DESCRIPTION";"-100";"/EC";"APPLICATION";"This is a single input value parameter to a business action";
"ACTION_INSTANCE_PARAM";"JOURNAL_RULE_DB_SYNTAX";"-100";"/";"VIEWLAYER";"FALSE";
"ACTION_INSTANCE_PARAM";"LABEL";"-100";"/EC";"APPLICATION";"Parameters";
"ACTION_INSTANCE_PARAM";"SKIP_TRG_CHECK_IND";"-100";"/";"VIEWLAYER";"N";
"ACTION_INSTANCE_VALUE";"DESCRIPTION";"-100";"/EC";"APPLICATION";"This is a single input value parameter to a business action";
"ACTION_INSTANCE_VALUE";"JOURNAL_RULE_DB_SYNTAX";"-100";"/";"VIEWLAYER";"TRUE";
"ACTION_INSTANCE_VALUE";"LABEL";"-100";"/EC";"APPLICATION";"Action Instance Value";
"ACTION_INSTANCE_VALUE";"SKIP_TRG_CHECK_IND";"-100";"/";"VIEWLAYER";"N";
"ACTION_PARAMETER";"DESCRIPTION";"-100";"/EC";"APPLICATION";"This is a single input parameter to a business action";
"ACTION_PARAMETER";"JOURNAL_RULE_DB_SYNTAX";"-100";"/";"VIEWLAYER";"TRUE";
"ACTION_PARAMETER";"LABEL";"-100";"/EC";"APPLICATION";"Action Parameter";
"ACTION_PARAMETER";"SKIP_TRG_CHECK_IND";"-100";"/";"VIEWLAYER";"N";
"ACTION_PARAMETER_VALUE";"DESCRIPTION";"-100";"/EC";"APPLICATION";"This is a single input value parameter to a business action";
"ACTION_PARAMETER_VALUE";"JOURNAL_RULE_DB_SYNTAX";"-100";"/";"VIEWLAYER";"TRUE";
"ACTION_PARAMETER_VALUE";"LABEL";"-100";"/EC";"APPLICATION";"Action Parameter Value";
"ACTION_PARAMETER_VALUE";"SKIP_TRG_CHECK_IND";"-100";"/";"VIEWLAYER";"N";
"ACTIVE_FLOWLINE";"DESCRIPTION";"-100";"/EC";"APPLICATION";"Includes the concatenated object code and name for the active flowlines ";
"ACTIVE_FLOWLINE";"LABEL";"-100";"/EC";"APPLICATION";"Data Flowline";
"ACTIVE_FLOWLINE";"LOCK_IND";"-100";"/";"VIEWLAYER";"Y";
"ACTIVE_FLOWLINE";"LOCK_RULE";"-100";"/";"VIEWLAYER";"EcDp_Performance_lock.CheckLockProductionTest";
"ACTIVE_FLOWLINE";"SKIP_TRG_CHECK_IND";"-100";"/";"VIEWLAYER";"N";
"ACTIVE_RESULT_DEVICE";"DESCRIPTION";"-100";"/EC";"APPLICATION";"Includes the object code and name for the active test device in the test result ";
"ACTIVE_RESULT_DEVICE";"JOURNAL_RULE_DB_SYNTAX";"-100";"/";"VIEWLAYER";"TRUE";
"ACTIVE_RESULT_DEVICE";"LABEL";"-100";"/EC";"APPLICATION";"Test device";
"ACTIVE_RESULT_DEVICE";"LOCK_IND";"-100";"/";"VIEWLAYER";"Y";
"ACTIVE_RESULT_DEVICE";"LOCK_RULE";"-100";"/";"VIEWLAYER";"EcDp_Performance_lock.CheckLockProductionTest";
"ACTIVE_RESULT_DEVICE";"SKIP_TRG_CHECK_IND";"-100";"/";"VIEWLAYER";"N";
"ACTIVE_RESULT_FLOWLINE";"DESCRIPTION";"-100";"/EC";"APPLICATION";"Includes the object code and name for the active flowlines in the test result";
"ACTIVE_RESULT_FLOWLINE";"JOURNAL_RULE_DB_SYNTAX";"-100";"/";"VIEWLAYER";"TRUE";
"ACTIVE_RESULT_FLOWLINE";"LABEL";"-100";"/EC";"APPLICATION";"Flowlines on test result";
"ACTIVE_RESULT_FLOWLINE";"LOCK_IND";"-100";"/";"VIEWLAYER";"Y";
"ACTIVE_RESULT_FLOWLINE";"LOCK_RULE";"-100";"/";"VIEWLAYER";"EcDp_Performance_lock.CheckLockProductionTest";
"ACTIVE_RESULT_FLOWLINE";"SKIP_TRG_CHECK_IND";"-100";"/";"VIEWLAYER";"N";
"ACTIVE_RESULT_WBI";"DESCRIPTION";"-100";"/EC";"APPLICATION";"Includes the object code and name for the active well bore intervals in the test result";
"ACTIVE_RESULT_WBI";"JOURNAL_RULE_DB_SYNTAX";"-100";"/";"VIEWLAYER";"TRUE";
"ACTIVE_RESULT_WBI";"LABEL";"-100";"/EC";"APPLICATION";"Well Bore Intervals on test";
"ACTIVE_RESULT_WBI";"LOCK_IND";"-100";"/";"VIEWLAYER";"Y";
"ACTIVE_RESULT_WBI";"LOCK_RULE";"-100";"/";"VIEWLAYER";"EcDp_Performance_lock.CheckLockProductionTest";
"ACTIVE_RESULT_WBI";"SKIP_TRG_CHECK_IND";"-100";"/";"VIEWLAYER";"N";
"ACTIVE_RESULT_WELL";"DESCRIPTION";"-100";"/EC";"APPLICATION";"Includes the object code and name for the active wells in the test result";
"ACTIVE_RESULT_WELL";"JOURNAL_RULE_DB_SYNTAX";"-100";"/";"VIEWLAYER";"TRUE";
"ACTIVE_RESULT_WELL";"LABEL";"-100";"/EC";"APPLICATION";"Wells on test";
"ACTIVE_RESULT_WELL";"LOCK_IND";"-100";"/";"VIEWLAYER";"Y";
"ACTIVE_RESULT_WELL";"LOCK_RULE";"-100";"/";"VIEWLAYER";"EcDp_Performance_lock.CheckLockProductionTest";
"ACTIVE_RESULT_WELL";"SKIP_TRG_CHECK_IND";"-100";"/";"VIEWLAYER";"N";
"ACTIVE_TEST_DEVICE";"DESCRIPTION";"-100";"/EC";"APPLICATION";"Includes the object code and name for the active test device ";
"ACTIVE_TEST_DEVICE";"LABEL";"-100";"/EC";"APPLICATION";"Data Test Device";
"ACTIVE_TEST_DEVICE";"LOCK_IND";"-100";"/";"VIEWLAYER";"Y";
"ACTIVE_TEST_DEVICE";"LOCK_RULE";"-100";"/";"VIEWLAYER";"EcDp_Performance_lock.CheckLockProductionTest";
"ACTIVE_TEST_DEVICE";"SKIP_TRG_CHECK_IND";"-100";"/";"VIEWLAYER";"N";
"ACTIVE_TEST_OBJECT";"DESCRIPTION";"-100";"/EC";"APPLICATION";"Objects active in a test definition";
"ACTIVE_TEST_OBJECT";"LABEL";"-100";"/EC";"APPLICATION";"Test object";
"ACTIVE_TEST_OBJECT";"LOCK_IND";"-100";"/";"VIEWLAYER";"Y";
"ACTIVE_TEST_OBJECT";"LOCK_RULE";"-100";"/";"VIEWLAYER";"EcDp_Performance_lock.CheckLockProductionTest";
"ACTIVE_TEST_OBJECT";"SKIP_TRG_CHECK_IND";"-100";"/";"VIEWLAYER";"N";
"ACTIVE_WBI";"DESCRIPTION";"-100";"/EC";"APPLICATION";"Includes the object code and name for the active well bore intervals";
"ACTIVE_WBI";"LABEL";"-100";"/EC";"APPLICATION";"Data Well Bore Interval";
"ACTIVE_WBI";"LOCK_IND";"-100";"/";"VIEWLAYER";"Y";
"ACTIVE_WBI";"LOCK_RULE";"-100";"/";"VIEWLAYER";"EcDp_Performance_lock.CheckLockProductionTest";
"ACTIVE_WBI";"SKIP_TRG_CHECK_IND";"-100";"/";"VIEWLAYER";"N";
"ACTIVE_WELL";"DESCRIPTION";"-100";"/EC";"APPLICATION";"Includes the object code and name for the active wells";
"ACTIVE_WELL";"LABEL";"-100";"/EC";"APPLICATION";"Data Well";
"ACTIVE_WELL";"LOCK_IND";"-100";"/";"VIEWLAYER";"Y";
"ACTIVE_WELL";"LOCK_RULE";"-100";"/";"VIEWLAYER";"EcDp_Performance_lock.CheckLockProductionTest";
"ACTIVE_WELL";"SKIP_TRG_CHECK_IND";"-100";"/";"VIEWLAYER";"N";
"AGA_CONSTANT";"DESCRIPTION";"-100";"/EC";"APPLICATION";"Stream AGA Analysis";
"AGA_CONSTANT";"JOURNAL_RULE_DB_SYNTAX";"-100";"/";"VIEWLAYER";":old.RECORD_STATUS IN ('V','A')";
"AGA_CONSTANT";"LABEL";"-100";"/EC";"APPLICATION";"Stream AGA Analysis";
"AGA_CONSTANT";"LOCK_IND";"-100";"/";"VIEWLAYER";"Y";
"AGA_CONSTANT";"LOCK_RULE";"-100";"/";"VIEWLAYER";"EcBp_Fluid_Analysis.checkAGAAnalysisLock";
"AGA_CONSTANT";"SKIP_TRG_CHECK_IND";"-100";"/";"VIEWLAYER";"N";
"ALARMS";"DESCRIPTION";"-100";"/EC";"APPLICATION";"Alarms";
"ALARMS";"JOURNAL_RULE_DB_SYNTAX";"-100";"/";"VIEWLAYER";":old.RECORD_STATUS IN ('V','A')";
"ALARMS";"LABEL";"-100";"/EC";"APPLICATION";"Alarms";
"ALARMS";"SKIP_TRG_CHECK_IND";"-100";"/";"VIEWLAYER";"N";
"ALLOCATEABLE_OBJECT";"LABEL";"-100";"/EC";"APPLICATION";"Allocateable Object";
"ALLOCATEABLE_OBJECT";"SKIP_TRG_CHECK_IND";"-100";"/";"VIEWLAYER";"N";
"ALLOC_JOB_DEFINITION";"DESCRIPTION";"-100";"/EC";"APPLICATION";"Allocation Job Definition";
"ALLOC_JOB_DEFINITION";"JOURNAL_RULE_DB_SYNTAX";"-100";"/";"VIEWLAYER";":old.RECORD_STATUS IN ('P')";
